VirusTaxID,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusNCBIResolved,ICTVRatified
1673637,kirkovirus equ1,NA,NA,NA,NA,TRUE,FALSE
2572459,kirkovirus sp.,NA,NA,NA,NA,TRUE,FALSE
11808,kirsten murine sarcoma virus,gammaretrovirus,retroviridae,ortervirales,revtraviricetes,TRUE,TRUE
2562550,kittiwake papillomavirus 1,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2562551,kittiwake papillomavirus 2,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2562552,kittiwake papillomavirus 3,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2562553,kittiwake papillomavirus 4,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2562554,kittiwake papillomavirus 5,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2562555,kittiwake papillomavirus 6,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2562556,kittiwake papillomavirus 7,NA,papillomaviridae,zurhausenvirales,papovaviricetes,TRUE,FALSE
2447937,kiva uusi kaarme virus 1,reptarenavirus,arenaviridae,bunyavirales,ellioviricetes,TRUE,FALSE
1972588,klamath tupavirus,tupavirus,rhabdoviridae,mononegavirales,monjiviricetes,TRUE,TRUE
2777466,koala hepacivirus,hepacivirus,flaviviridae,amarillovirales,flasuviricetes,TRUE,FALSE
394239,koala retrovirus,gammaretrovirus,retroviridae,ortervirales,revtraviricetes,TRUE,TRUE
