Host,HostTaxID,HostNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms
ranoidea alboguttata,336083,TRUE,ranoidea,hylidae,anura,amphibia,"Cyclorana alboguttata, Litoria alboguttata","Cyclorana alboguttata, Litoria alboguttata, Chiroleptes alboguttatus, Mitrolysis alboguttatus, Chiroleptes albopunctatus, Cyclorana alboguttatus, Brendanura alboguttata, NA"
ranoidea brevipes,317313,TRUE,ranoidea,hylidae,anura,amphibia,"Cyclorana brevipes, Litoria brevipes","Cyclorana brevipes, Litoria brevipes, Chiroleptes brevipes, Chiroleptes brevipalmatus, Phractops brevipalmatus, Phractops brevipes, Dryopsophus brevipes, NA"
ranoidea caerulea,30344,TRUE,ranoidea,hylidae,anura,amphibia,Litoria caerulea,"Litoria caerulea, Rana caerulea, Hyla cyanea, Pelodryas caerulea, Hyla caerulea, Hyla irrorata, Litoria irrorata, Pelodryas irrorata, Hyla caerulea caerulea"
ranoidea splendida,30345,TRUE,ranoidea,hylidae,anura,amphibia,Litoria splendida,"Litoria splendida, Pelodryas splendida, Dryopsophus splendidus"
raphicerus campestris,59544,TRUE,raphicerus,bovidae,artiodactyla,mammalia,Raphicerus campestris,"NA"
raphicerus campestris,NA,TRUE,raphicerus,bovidae,cetartiodactyla,mammalia,Raphicerus campestris,"NA"
raphicerus sharpei,66436,TRUE,raphicerus,bovidae,artiodactyla,mammalia,Raphicerus sharpei,"NA"
raphicerus sharpei,NA,TRUE,raphicerus,bovidae,cetartiodactyla,mammalia,Raphicerus sharpei,"NA"
rattus andamanensis,69077,TRUE,rattus,muridae,rodentia,mammalia,Rattus andamanensis,"NA"
rattus annandalei,1799704,TRUE,rattus,muridae,rodentia,mammalia,Rattus annandalei,"NA"
rattus argentiventer,83752,TRUE,rattus,muridae,rodentia,mammalia,Rattus argentiventer,"NA"
rattus exulans,34854,TRUE,rattus,muridae,rodentia,mammalia,Rattus exulans,"NA"
rattus exulans,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus exulans,"Mus aemuli, Epimys basilanus, Mus bocourti, Mus buruensis, Epimys calcis, Mus clabatus, Mus concolor, Mus ephippium, Epimys leucophaetus, Mus luteiventris, Epimys mayonicus, Togomys melanoderma, Mus obscurus, Epimys ornatulus, Mus pantarensis, Mus pullus, Epimys querceti, Rattus raveni, Rattus schuitemakeri, Epimys stragulum, Mus surdus, Mus todayensis, Epimys vigoratus, Mus wichmanni, Mus vulcani apicus, Rattus concolor equile, Rattus raveni eurous, Rattus concolor malengiensis, Rattus concolor meringgit, Mus ephippium negrinus, Rattus concolor otteni, Rattus concolor solatus"
rattus flavipectus,69074,TRUE,rattus,muridae,rodentia,mammalia,Rattus flavipectus,"NA"
rattus fuscipes,10119,TRUE,rattus,muridae,rodentia,mammalia,Rattus fuscipes,"NA"
rattus fuscipes,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus fuscipes,"Mus assimilis, Rattus glauerti, Mus greyii, Mus manicatus, Mus murrayi, Rattus assimilis coracius, Rattus greyi ravus, Rattus greyi pelori, Rattus greyi peccatus"
rattus leucopus,10115,TRUE,rattus,muridae,rodentia,mammalia,Rattus leucopus,"NA"
rattus losea,69075,TRUE,rattus,muridae,rodentia,mammalia,Rattus losea,"NA"
rattus losea,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus losea,"Rattus sakeratensis, Rattus rattus exiguus"
rattus lutreolus,472760,TRUE,rattus,muridae,rodentia,mammalia,Rattus lutreolus,"NA"
rattus lutreolus,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus lutreolus,"Rattus lacus, Mus tetragonurus, Mus vellerosus, Mus velutinus, Rattus lutreolus imbil, Rattus lutreolus cambricus"
rattus nitidus,508668,TRUE,rattus,muridae,rodentia,mammalia,Rattus nitidus,"NA"
rattus nitidus,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus nitidus,"Rattus aequicaudalis, Mus guhai, Mus horeites, Rattus manuselae, Mus rubricosa, Rattus nitidus obsoletus, Rattus griseiventer rahengis, Rattus hoffmani subditivus"
rattus norvegicus,10116,TRUE,rattus,muridae,rodentia,mammalia,Rattus norvegicus,"NA"
rattus norvegicus,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus norvegicus,"Mus caraco, Mus caspius, Mus decumanoides, Mus decumanus, Mus griseipectus, Mus hibernicus, Mus humiliatus, Mus javanus, Mus magnirostris, Mus maniculatus, Mus maurus, Mus ouangthomae, Mus plumbeus, Mus surmolottus, Rattus norvegicus albus, Mus sylvaticus discolor, Mus decumanus hybridus, Rattus humiliatus insolatus, Mus decumanus major, Rattus norvegicus otomoi, Mus norvegicus praestans, Rattus norvegicus primarius, Epimys norvegicus socer, Rattus humiliatus sowerbyi"
rattus pyctoris,583359,TRUE,rattus,muridae,rodentia,mammalia,Rattus pyctoris,"NA"
rattus pyctoris,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus pyctoris,"Rattus turkestanicus, Mus rattoides, Mus turkestanicus, Mus vicerex, Rattus humiliatus celsus, Rattus rattus khumbuensis, Epimys rattus shigarus"
rattus rattus,10117,TRUE,rattus,muridae,rodentia,mammalia,Rattus rattus,"NA"
rattus rattus,239728,TRUE,rattus,muridae,rodentia,mammalia,Rattus rattus diardii,"NA"
rattus rattus,796024,TRUE,rattus,muridae,rodentia,mammalia,Rattus rattus alexandrinus,"NA"
rattus rattus,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus rattus,"Mus alexandrinorattus, Mus alexandrinus, Mus arboreus, Hapalotis arboricola, Mus asiaticus, Mus atratus, Mus atridorsum, Mus ceylonus, Epimys chionogaster, Mus crassipes, Rattus domesticus, Mus erythronotus, Mus flavescens, Mus flaviventris, Musculus frugivorus, Mus galapagoensis, Mus griseocaeruleus, Mus infralineatus, Mus insularis, Mus jujensis, Mus kandianus, Mus kandiyanus, Epimys kelaarti, Mus kijabius, Mus latipes, Mus leucogaster, Mus muansae, Mus nemoralis, Mus novaezelandiae, Mus picteti, Mus rufescens, Mus samharensis, Myoxus siculae, Mus subcaeruleus, Mus sylvestris, Mus tectorum, Mus tetragonurus, Mus tompsoni, Mus variabilis, Rattus domesticus albus, Rattus domesticus ater, Mus rattus ater, Mus rattus brookei, Rattus rattus chionogaster, Mus tectorum fuliginosus, Rattus domesticus fulvaster, Rattus domesticus fuscus, Rattus rattus girensis, Mus rattus intermedius, Mus rattus jurassicus, Rattus norvegicus longicaudus, Rattus rattus narbadae, Rattus rattus nericola, Rattus rattus ruthenus, Rattus rattus sueirensis, Rattus domesticus varius, Rattus rattus wroughtoni"
rattus sordidus,10120,TRUE,rattus,muridae,rodentia,mammalia,Rattus sordidus,"NA"
rattus sordidus,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus sordidus,"Rattus brachyrhinus, Rattus conatus, Rattus youngi, Rattus gestri bunae, Rattus sordidus gestroi"
rattus tanezumi,35732,TRUE,rattus,muridae,rodentia,mammalia,Rattus tanezumi,"NA"
rattus tanezumi,1167227,TRUE,rattus,muridae,rodentia,mammalia,Rattus tanezumi sladeni,"NA"
rattus tanezumi,NA,TRUE,rattus,muridae,rodentia,mammalia,"Rattus tanezumi, Rattus flavipectus","Epimys benguetensis, Mus brunneus, Mus brunneusculus, Mus canna, Epimys coloratus, Rattus dammermani, Mus diardii, Mus flavipectus, Rattus germaini, Mus kelleri, Rattus lalolis, Rattus macmillani, Rattus masaretes, Mus mindanensis, Rattus molliculus, Mus neglectus, Mus nemoralis, Mus ouangthomae, Rattus palelae, Mus pannosus, Mus pulliventer, Epimys robiginosus, Mus robustulus, Rattus sapoensis, Mus sladeni, Rattus toxi, Mus yunnanensis, Mus zamboangae, Mus tanezumi, Rattus rattus alangensis, Rattus rattus amboinensis, Rattus rattus argyraceus, Rattus rattus auroreus, Rattus rattus barussanoides, Rattus rattus bhotia, Rattus rattus bullocki, Epimys rattus dentatus, Epimys rattus exsul, Epimys rattus fortunatus, Rattus rattus gangutrianus, Epimys rattus insulanus, Rattus rattus kadanus, Rattus rattus khyensis, Rattus rattus kramensis, Rattus rattus lanensis, Rattus rattus lontaris, Rattus rattus makassarius, Epimys rattus makensis, Rattus rattus mesanis, Rattus rattus moheius, Rattus rattus moluccarius, Rattus rattus obiensis, Rattus rattus palembang, Rattus rattus panjius, Rattus rattus pelengensis, Rattus rattus pipidonis, Epimys rattus poenitentiarii, Epimys rattus portus, Epimys rattus rangensis, Rattus rattus robinsoni, Rattus rattus samati, Rattus rattus santalum, Rattus rattus septicus, Rattus rattus sumbae, Rattus mindanensis tablasi, Rattus rattus talaudensis, Rattus rattus tatkonensis, Rattus rattus thai, Rattus rattus tikos, Rattus rattus tistae, Epimys rattus turbidus, Rattus rattus yeni, NA"
rattus tiomanicus,83755,TRUE,rattus,muridae,rodentia,mammalia,Rattus tiomanicus,"NA"
rattus tiomanicus,NA,TRUE,rattus,muridae,rodentia,mammalia,Rattus tiomanicus,"Mus jalorensis, Mus jarak, Mus julianus, Epimys maerens, Epimys mara, Epimys roa, Mus siantanicus, Mus tambelanicus, Epimys tingius, Epimys tua, Rattus rattus ambersoni, Rattus rattus banguei, Rattus rattus batin, Rattus rattus delirius, Rattus rattus generatius, Rattus rattus jemuris, Rattus rattus kabanicus, Epimys neglectus lamucotanus, Rattus rattus lasurius, Rattus rattus luxuriosus, Rattus rattus mangalumis, Epimys rattus pauper, Rattus rattus payanus, Rattus rattus pemanggis, Rattus rattus perhentianus, Rattus rattus pharus, Rattus rattus piperis, Mus rattus rhionis, Rattus rattus roquei, Mus rattus rumpia, Rattus rattus sebasianus, Rattus rattus sribuatensis, Rattus rattus terutavensis, Rattus rattus vernalus, Epimys rattus viclana"
ratufa bicolor,226822,TRUE,ratufa,sciuridae,rodentia,mammalia,Ratufa bicolor,"NA"
recurvirostra novaehollandiae,2202208,TRUE,recurvirostra,recurvirostridae,charadriiformes,aves,Recurvirostra novaehollandiae,"NA"
redunca arundinum,59554,TRUE,redunca,bovidae,artiodactyla,mammalia,Redunca arundinum,"NA"
redunca arundinum,NA,TRUE,redunca,bovidae,cetartiodactyla,mammalia,Redunca arundinum,"NA"
redunca fulvorufula,59555,TRUE,redunca,bovidae,artiodactyla,mammalia,Redunca fulvorufula,"NA"
redunca fulvorufula,NA,TRUE,redunca,bovidae,cetartiodactyla,mammalia,Redunca fulvorufula,"NA"
redunca redunca,59556,TRUE,redunca,bovidae,artiodactyla,mammalia,Redunca redunca,"NA"
redunca redunca,NA,TRUE,redunca,bovidae,cetartiodactyla,mammalia,Redunca redunca,"NA"
regulus satrapa,13245,TRUE,regulus,sylviidae,passeriformes,aves,Regulus satrapa,"NA"
reinhardtius hippoglossoides,111784,TRUE,reinhardtius,pleuronectidae,pleuronectiformes,actinopteri,Reinhardtius hippoglossoides,"NA"
reinhardtius hippoglossoides,111784,TRUE,reinhardtius,pleuronectidae,pleuronectiformes,actinopterygii,Reinhardtius hippoglossoides,"Pleuronectes hippoglossoides, Hippoglossus groenlandicus, Reinhardtius matsuurae, Pleuronectes pinguis"
reithrodontomys creper,319462,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys creper,"NA"
reithrodontomys creper,NA,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys creper,"NA"
reithrodontomys fulvescens,56213,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys fulvescens,"NA"
reithrodontomys fulvescens,NA,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys fulvescens,"Rhithrodontomys amoenus, Reithrodontomys chrysotis, Reithrodontomys difficilis, Reithrodontomys griseoflavus, Reithrodontomys inexspectatus, Reithrodontomys laceyi, Reithrodontomys tenuis, Reithrodontomys mexicanus aurantius, Reithrodontomys fulvescens canus, Reithrodontomys fulvescens chiapensis, Reithrodontomys griseoflavus helvolus, Reithrodontomys fulvescens infernatis, Reithrodontomys mexicanus intermedius, Reithrodontomys fulvescens meridionalis, Reithrodontomys fulvescens mustelinus, Reithrodontomys fulvescens nelsoni, Reithrodontomys levipes toltecus, Reithrodontomys fulvescens tropicalis"
reithrodontomys megalotis,44234,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys megalotis,"NA"
reithrodontomys megalotis,NA,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys megalotis,"Reithrodontomys amoles, Reithrodontomys arizonensis, Reithrodontomys aztecus, Rhithrodontomys catalinae, Reithrodontomys dychei, Rhithrodontomys peninsulae, Reithrodontomys saturatus alticolus, Reithrodontomys megalotis distichlis, Reithrodontomys megalotis limicola, Reithrodontomys dychei nebrascensis, Reithrodontomys megalotis ravus, Reithrodontomys megalotis santacruzae, Reithrodontomys megalotis arizonensis"
reithrodontomys mexicanus,89150,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys mexicanus,"NA"
reithrodontomys mexicanus,NA,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys mexicanus,"Hesperomys cherrii, Reithrodontomys mexicanus garichensis, Reithrodontomys mexicanus howelli, Reithrodontomys costaricensis jalapae, Reithrodontomys mexicanus lucifrons, Reithrodontomys mexicanus minusculus, Reithrodontomys mexicanus ocotepequensis, Reithrodontomys mexicanus orinus, Reithrodontomys mexicanus potrerograndei, Reithrodontomys mexicanus riparius, Reithrodontomys mexicanus scansor"
reithrodontomys sumichrasti,89102,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys sumichrasti,"NA"
reithrodontomys sumichrasti,NA,TRUE,reithrodontomys,cricetidae,rodentia,mammalia,Reithrodontomys sumichrasti,"Reithrodontomys alleni, Reithrodontomys australis, Reithrodontomys dorsalis, Reithrodontomys modestus, Reithrodontomys rufescens, Reithrodontomys rufescens luteolus, Reithrodontomys colimae nerterus, Reithrodontomys levipes otus, Reithrodontomys chrysopsis seclusus, Reithrodontomys australis vulcanius"
repomucenus lunatus,1503340,TRUE,repomucenus,callionymidae,syngnathiformes,actinopteri,Callionymus lunatus,"NA"
repomucenus lunatus,1503340,TRUE,repomucenus,callionymidae,syngnathiformes,actinopterygii,Repomucenus lunatus,"NA"
rexea solandri,59946,TRUE,rexea,gempylidae,scombriformes,actinopteri,Rexea solandri,"NA"
rhabdomys dilectus,996586,TRUE,rhabdomys,muridae,rodentia,mammalia,Rhabdomys dilectus,"NA"
rhabdomys pumilio,121573,TRUE,rhabdomys,muridae,rodentia,mammalia,Rhabdomys pumilio,"NA"
rhabdomys pumilio,NA,TRUE,rhabdomys,muridae,rodentia,mammalia,Rhabdomys pumilio,"Mus donavani, Mus lineatus, Mus septemvittatus, Mus vittatus, Isomys pumilio bechuanae, Arvicanthis pumilio cinereus, Arvicanthis pumilio deserti, Rhabdomys pumilio fouriei, Arvicanthis pumilio griquae, Arvicanthis pumilio intermedius, Mus pumilio major, Arvicanthis pumilio meridionalis, Rhabdomys pumilio namaquensis, Rhabdomys pumilio namibensis, Rhabdomys pumilio orangiae, Rhabdomys pumilio prieskae"
rhabdophis tigrinus,126484,TRUE,rhabdophis,colubridae,squamata,lepidosauria,Rhabdophis tigrinus,"NA"
rhabdosargus sarba,182642,TRUE,rhabdosargus,sparidae,spariformes,actinopteri,Rhabdosargus sarba,"NA"
rhabdosargus sarba,182642,TRUE,rhabdosargus,sparidae,spariformes,actinopterygii,Rhabdosargus sarba,"NA"
rhaebo haematiticus,30333,TRUE,rhaebo,bufonidae,anura,amphibia,Rhaebo haematiticus,"Bufo haematiticus, Bufo melanogaster, Bufo caeruleocellatus, Bufo haematiticus lachrymans, NA"
rhea americana,8797,TRUE,rhea,rheidae,rheiformes,aves,Rhea americana,"Struthio americanus, NA"
rhea pennata,8795,TRUE,rhea,rheidae,rheiformes,aves,Pterocnemia pennata,"Pteroicnemia pennata, Pterocnemia pennata, NA"
rhinella marina,8386,TRUE,rhinella,bufonidae,anura,amphibia,Rhinella marina,"Bufo marinus, Rana marina, Bufo brasiliensis, Bufo agua, Bufo horridus, Bufo humeralis, Bombinator maculatus, Bufo lazarus, Bufo albicans, Bufo pithecodactylus, Chaunus marinus, Rhinella marinus, Rana gigas, Rana humerisarmata, Bombinator horridus, Bufo maculiventris, Docidophryne lazarus, Bufo marinis, Bufo marinus fluminensis, Bufo marinus napensis, Bufo marinus marinus, NA"
rhinichthys atratulus,67556,TRUE,rhinichthys,leuciscidae,cypriniformes,actinopteri,Rhinichthys atratulus,"NA"
rhinobatos hynnicephalus,42863,TRUE,rhinobatos,rhinobatidae,rhinopristiformes,chondrichthyes,Rhinobatos hynnicephalus,"NA"
rhinoceros unicornis,9809,TRUE,rhinoceros,rhinocerotidae,perissodactyla,mammalia,Rhinoceros unicornis,"NA"
rhinoceros unicornis,NA,TRUE,rhinoceros,rhinocerotidae,perissodactyla,mammalia,Rhinoceros unicornis,"Rhinoceros asiaticus, Rhinoceros indicus, Rhinoceros jamrachi, Rhinoceros stenocephalus, Rhinoceros rugosus, Rhinoceros unicornis bengalensis"
rhinolophus acuminatus,320431,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus acuminatus,"NA"
rhinolophus affinis,59477,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,"NA"
rhinolophus affinis,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,"NA"
rhinolophus alcyone,249024,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,"NA"
rhinolophus alcyone,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,"NA"
rhinolophus arcuatus,76834,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus arcuatus,"NA"
rhinolophus blasii,519037,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus blasii,"NA"
rhinolophus blasii,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus blasii,"NA"
rhinolophus blythi,376555,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus blythi,"NA"
rhinolophus capensis,302408,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus capensis,"NA"
rhinolophus clivosus,59478,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus clivosus,"NA"
rhinolophus coelophyllus,867891,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus coelophyllus,"NA"
rhinolophus cornutus,196296,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,"NA"
rhinolophus cornutus,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus cornutus,"NA"
rhinolophus creaghi,178895,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus creaghi,"NA"
rhinolophus darlingi,49443,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus darlingi,"NA"
rhinolophus denti,608656,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus denti,"NA"
rhinolophus eloquens,519038,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus eloquens,"NA"
rhinolophus eloquens,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus eloquens,"NA"
rhinolophus euryale,109476,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus euryale,"NA"
rhinolophus euryale,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus euryale,"NA"
rhinolophus ferrumequinum,59479,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,"NA"
rhinolophus ferrumequinum,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,"Rhinolophus ferrumequinum korai, NA"
rhinolophus fumigatus,302410,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus fumigatus,"NA"
rhinolophus hildebrandti,302411,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hildebrandti,"NA"
rhinolophus hildebrandtii,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hildebrandti,Rhinolophus hildebrandti
rhinolophus hipposideros,77218,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,"NA"
rhinolophus hipposideros,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,"NA"
rhinolophus landeri,519039,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus landeri,"NA"
rhinolophus lepidus,188570,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus lepidus,"NA"
rhinolophus lepidus,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus lepidus,"NA"
rhinolophus lobatus,2603865,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus lobatus,"NA"
rhinolophus luctus,337453,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus luctus,"NA"
rhinolophus macrotis,196889,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,"NA"
rhinolophus macrotis,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,"NA"
rhinolophus malayanus,608659,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus malayanus,"NA"
rhinolophus megaphyllus,76836,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus megaphyllus,"NA"
rhinolophus mehelyi,342862,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus mehelyi,"NA"
rhinolophus mehelyi,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus mehelyi,"NA"
rhinolophus monoceros,169756,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus monoceros,"NA"
rhinolophus paradoxolophus,479477,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus paradoxolophus,"NA"
rhinolophus pearsonii,188571,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,"NA"
rhinolophus pearsonii,NA,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,Rhinolophus pearsoni
