Host,HostTaxID,HostNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms
lagopus lagopus,52650,TRUE,lagopus,phasianidae,galliformes,aves,Lagopus lagopus,"NA"
lagopus lagopus,359986,TRUE,lagopus,phasianidae,galliformes,aves,Lagopus lagopus scotica,"NA"
lagopus muta,64668,TRUE,lagopus,phasianidae,galliformes,aves,Lagopus muta,"Lagopus mutus, NA"
lagorchestes conspicillatus,65624,TRUE,lagorchestes,macropodidae,diprotodontia,mammalia,Lagorchestes conspicillatus,"NA"
lagorchestes conspicillatus,NA,TRUE,lagorchestes,macropodidae,diprotodontia,mammalia,Lagorchestes conspicillatus,"NA"
lagothrix cana,767357,TRUE,lagothrix,atelidae,primates,mammalia,Lagothrix cana,"NA"
lagothrix lagothricha,NA,TRUE,lagothrix,atelidae,primates,mammalia,Lagothrix lagotricha,"Lagothrix lagotricha, Macaco barrigo, Lagothrix caparro, Lagothrix caroarensis, Lagothrix geoffroyi, Lagothrix humboldtii, Gastrimargus infumatus"
lagothrix lagotricha,9519,TRUE,lagothrix,atelidae,primates,mammalia,"Lagothrix lagotricha, Lagothrix lagothricha","NA"
lagothrix lugens,767355,TRUE,lagothrix,atelidae,primates,mammalia,Lagothrix lugens,"NA"
lagothrix poeppigii,767356,TRUE,lagothrix,atelidae,primates,mammalia,Lagothrix poeppigii,"NA"
lagurus lagurus,175522,TRUE,lagurus,cricetidae,rodentia,mammalia,Lagurus lagurus,"NA"
lagurus lagurus,NA,TRUE,lagurus,cricetidae,rodentia,mammalia,Lagurus lagurus,"Lagurus migratorius, Lagurus lagurus abacanicus, Lagurus lagurus altorum, Lagurus lagurus occidentalis"
lama glama,9844,TRUE,lama,camelidae,artiodactyla,mammalia,Lama glama,"NA"
lama glama,NA,TRUE,lama,camelidae,cetartiodactyla,mammalia,Lama glama,"NA"
lama glama guanicoe,NA,TRUE,lama,camelidae,cetartiodactyla,mammalia,Lama guanicoe,Lama guanicoe
lama guanicoe,9840,TRUE,lama,camelidae,artiodactyla,mammalia,Lama guanicoe,"NA"
lampetra fluviatilis,7748,TRUE,lampetra,petromyzontidae,petromyzontiformes,hyperoartia,Lampetra fluviatilis,"NA"
lampropeltis californiae,1240242,TRUE,lampropeltis,colubridae,squamata,lepidosauria,Lampropeltis californiae,"NA"
lampropeltis californiae,1240242,TRUE,lampropeltis,colubridae,squamata,reptilia,Lampropeltis californiae,"Lampropeltis getula californiae, Lampropeltis getula nigrita, Coluber californiae"
lampropeltis mexicana,94888,TRUE,lampropeltis,colubridae,squamata,reptilia,Lampropeltis mexicana,Ophibolus triangulus mexicanus
lampropeltis triangulum,140017,TRUE,lampropeltis,colubridae,squamata,reptilia,Lampropeltis triangulum,"Lampropeltis triangulum temporalis, Lampropeltis doliata, Coluber doliatus, Lampropeltis triangulum syspila, Lampropeltis doliata syspila, Ophibolus doliatus syspilus, Lampropeltis triangulum triangulum, Lampropeltis doliata triangulum, Coluber triangulum, Lampropeltis doliata temporalis, Ophibolus doliata temporalis"
lampropeltis triangulum,165044,TRUE,lampropeltis,colubridae,squamata,lepidosauria,Lampropeltis triangulum hondurensis,"NA"
lanius collurio,56324,TRUE,lanius,laniidae,passeriformes,aves,Lanius collurio,"NA"
lanius cristatus,337178,TRUE,lanius,laniidae,passeriformes,aves,Lanius cristatus,"NA"
lanius ludovicianus,28713,TRUE,lanius,laniidae,passeriformes,aves,Lanius ludovicianus,"NA"
lanius schach,276763,TRUE,lanius,laniidae,passeriformes,aves,Lanius schach,"NA"
lanius senator,187436,TRUE,lanius,laniidae,passeriformes,aves,Lanius senator,"NA"
larimichthys crocea,215358,TRUE,larimichthys,sciaenidae,NA,actinopteri,Larimichthys crocea,"NA"
larimichthys crocea,215358,TRUE,larimichthys,sciaenidae,NA,actinopterygii,Larimichthys crocea,Pseudosciaena crocea
larus argentatus,35669,TRUE,larus,laridae,charadriiformes,aves,Larus argentatus,"NA"
larus armenicus,119635,TRUE,larus,laridae,charadriiformes,aves,Larus armenicus,"NA"
larus californicus,126681,TRUE,larus,laridae,charadriiformes,aves,Larus californicus,"NA"
larus canus,28681,TRUE,larus,laridae,charadriiformes,aves,Larus canus,"NA"
larus crassirostris,179808,TRUE,larus,laridae,charadriiformes,aves,Larus crassirostris,"NA"
larus delawarensis,126683,TRUE,larus,laridae,charadriiformes,aves,Larus delawarensis,"NA"
larus dominicanus,37036,TRUE,larus,laridae,charadriiformes,aves,Larus dominicanus,"NA"
larus fuscus,8915,TRUE,larus,laridae,charadriiformes,aves,Larus fuscus,"NA"
larus glaucescens,119606,TRUE,larus,laridae,charadriiformes,aves,Larus glaucescens,"NA"
larus glaucoides,118194,TRUE,larus,laridae,charadriiformes,aves,Larus glaucoides,"NA"
larus hyperboreus,119637,TRUE,larus,laridae,charadriiformes,aves,Larus hyperboreus,"NA"
larus marinus,8912,TRUE,larus,laridae,charadriiformes,aves,Larus marinus,"NA"
larus michahellis,119627,TRUE,larus,laridae,charadriiformes,aves,Larus michahellis,"NA"
larus mongolicus,119967,TRUE,larus,laridae,charadriiformes,aves,Larus mongolicus,"NA"
larus occidentalis,126713,TRUE,larus,laridae,charadriiformes,aves,Larus occidentalis,"NA"
larus schistisagus,119607,TRUE,larus,laridae,charadriiformes,aves,Larus schistisagus,"NA"
larus smithsonianus,243888,TRUE,larus,laridae,charadriiformes,aves,Larus smithsonianus,"Larus argentatus smithsonianus, NA"
larus vegae,119608,TRUE,larus,laridae,charadriiformes,aves,Larus vegae,"Larus argentatus vegae, NA"
larvivora sibilans,433637,TRUE,larvivora,muscicapidae,passeriformes,aves,Luscinia sibilans,"NA"
lasionycteris noctivagans,27667,TRUE,lasionycteris,vespertilionidae,chiroptera,mammalia,Lasionycteris noctivagans,"NA"
lasionycteris noctivagans,NA,TRUE,lasionycteris,vespertilionidae,chiroptera,mammalia,Lasionycteris noctivagans,Vespertilio noctivagans
lasiopodomys gregalis,1449541,TRUE,lasiopodomys,cricetidae,rodentia,mammalia,"Lasiopodomys gregalis, Microtus gregalis","NA"
lasiopodomys gregalis,NA,TRUE,lasiopodomys,cricetidae,rodentia,mammalia,Lasiopodomys gregalis,"NA"
lasiorhinus latifrons,30668,TRUE,lasiorhinus,vombatidae,diprotodontia,mammalia,Lasiorhinus latifrons,"NA"
lasiurus blossevillii,258932,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,Lasiurus blossevillii,"NA"
lasiurus blossevillii,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,Lasiurus blossevillii,"NA"
lasiurus borealis,258930,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,Lasiurus borealis,"NA"
lasiurus borealis,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,Lasiurus borealis,Vespertilio borealis
lasiurus cinereus,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,"Aeorestes cinereus, Lasiurus cinereus","NA"
lasiurus ega,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,"Dasypterus ega, Lasiurus ega","NA"
lasiurus egregius,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,"Aeorestes egregius, Lasiurus egregius","NA, Atalapha egregia"
lasiurus intermedius,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,"Dasypterus intermedius, Lasiurus intermedius","NA"
lasiurus seminolus,258929,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,Lasiurus seminolus,"NA"
lasiurus seminolus,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,Lasiurus seminolus,Atalpha borealis seminola
lasiurus xanthinus,NA,TRUE,lasiurus,vespertilionidae,chiroptera,mammalia,"Dasypterus xanthinus, Lasiurus xanthinus","NA, Dasypterus ega xanthinus"
lateolabrax japonicus,8164,TRUE,lateolabrax,lateolabracidae,pempheriformes,actinopteri,Lateolabrax japonicus,"NA"
lateolabrax japonicus,8164,TRUE,lateolabrax,lateolabracidae,pempheriformes,actinopterygii,Lateolabrax japonicus,"NA"
lateolabrax maculatus,315492,TRUE,lateolabrax,lateolabracidae,pempheriformes,actinopteri,Lateolabrax maculatus,"NA"
lates calcarifer,8187,TRUE,lates,centropomidae,NA,actinopteri,Lates calcarifer,"NA"
lates calcarifer,8187,TRUE,lates,centropomidae,NA,actinopterygii,Lates calcarifer,"NA"
lathamus discolor,678569,TRUE,lathamus,psittacidae,psittaciformes,aves,Lathamus discolor,"NA"
latris lineata,97162,TRUE,latris,latridae,centrarchiformes,actinopteri,Latris lineata,"NA"
leiognathus brevirostris,435159,TRUE,leiognathus,leiognathidae,chaetodontiformes,actinopteri,Leiognathus brevirostris,"NA"
leiognathus brevirostris,435159,TRUE,leiognathus,leiognathidae,chaetodontiformes,actinopterygii,Leiognathus brevirostris,"NA"
leiognathus equulus,218804,TRUE,leiognathus,leiognathidae,chaetodontiformes,actinopteri,Leiognathus equulus,"NA"
leiostomus xanthurus,59837,TRUE,leiostomus,sciaenidae,NA,actinopteri,Leiostomus xanthurus,"NA"
leiostomus xanthurus,59837,TRUE,leiostomus,sciaenidae,NA,actinopterygii,Leiostomus xanthurus,"NA"
leiothlypis celata,62259,TRUE,leiothlypis,parulidae,passeriformes,aves,Leiothlypis celata,"NA"
leiothrix argentauris,201335,TRUE,leiothrix,leiothrichidae,passeriformes,aves,Leiothrix argentauris,"NA"
leiothrix lutea,36275,TRUE,leiothrix,leiothrichidae,passeriformes,aves,Leiothrix lutea,"NA"
lemmus lemmus,79949,TRUE,lemmus,cricetidae,rodentia,mammalia,Lemmus lemmus,"NA"
lemmus lemmus,NA,TRUE,lemmus,cricetidae,rodentia,mammalia,Lemmus lemmus,"Lemmus borealis, Cuniculus iterator, Lemmus norvegicus"
lemmus sibiricus,84769,TRUE,lemmus,cricetidae,rodentia,mammalia,Lemmus sibiricus,"NA"
lemmus sibiricus,NA,TRUE,lemmus,cricetidae,rodentia,mammalia,Lemmus sibiricus,"Myodes kittlitzi, Hypudaeus migratorius, Lemmus novosibiricus, Lemmus obensis, Lemmus paulus, Lemmus obensis bungei, Myodes lemmus minor"
lemniscomys rosalia,121566,TRUE,lemniscomys,muridae,rodentia,mammalia,Lemniscomys rosalia,"NA"
lemniscomys rosalia,NA,TRUE,lemniscomys,muridae,rodentia,mammalia,Lemniscomys rosalia,"Mus dorsalis, Arvicanthis dorsalis calidior, Arvicanthis dorsalis maculosus, Lemniscomys dorsalis mearnsi, Lemniscomys griselda sabiensis, Lemniscomys griselda sabulata, Lemniscomys griselda spinalis, Lemniscomys griselda zuluensis"
lemniscomys striatus,121567,TRUE,lemniscomys,muridae,rodentia,mammalia,Lemniscomys striatus,"NA"
lemniscomys striatus,NA,TRUE,lemniscomys,muridae,rodentia,mammalia,Lemniscomys striatus,"Arvicanthis fasciatus, Mus massaicus, Golunda pulchella, Arvicanthis pulcher, Arvicanthis pulchellus ardens, Arvicanthis pulchellus micropus, Lemniscomys pulchellus spermophilus, Arvicanthis striatus venustus"
lemur catta,9447,TRUE,lemur,lemuridae,primates,mammalia,Lemur catta,"NA"
lemur catta,NA,TRUE,lemur,lemuridae,primates,mammalia,Lemur catta,Maki mococo
leontocebus fuscicollis,9487,TRUE,leontocebus,cebidae,primates,mammalia,"Leontocebus fuscicollis, Saguinus fuscicollis","NA"
leontocebus fuscicollis,NA,TRUE,leontocebus,callitrichidae,primates,mammalia,Saguinus fuscicollis,"Saguinus fuscicollis, Midas fuscicollis"
leontocebus nigricollis,9489,TRUE,leontocebus,cebidae,primates,mammalia,Leontocebus nigricollis,"NA"
leontocebus nigricollis,NA,TRUE,leontocebus,callitrichidae,primates,mammalia,Saguinus nigricollis,"Saguinus nigricollis, Midas nigricollis"
leontopithecus chrysomelas,57374,TRUE,leontopithecus,cebidae,primates,mammalia,Leontopithecus chrysomelas,"NA"
leontopithecus chrysomelas,NA,TRUE,leontopithecus,callitrichidae,primates,mammalia,Leontopithecus chrysomelas,"NA"
leontopithecus rosalia,30588,TRUE,leontopithecus,cebidae,primates,mammalia,Leontopithecus rosalia,"NA"
leontopithecus rosalia,NA,TRUE,leontopithecus,callitrichidae,primates,mammalia,Leontopithecus rosalia,"Leontopithecus aurora, Leontocebus leoninus, Leontopithecus marikina, Jacchus rosalia guyannensis, Jacchus rosalia brasiliensis"
leopardus colocolo,61406,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus colocolo,"NA"
leopardus colocolo,NA,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus colocolo,Oncifelis colocolo
leopardus geoffroyi,46844,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus geoffroyi,"NA"
leopardus geoffroyi,NA,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus geoffroyi,"Felis geoffroyi, Oncifelis geoffroyi"
leopardus guigna,61386,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus guigna,"NA"
leopardus pardalis,32538,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus pardalis,"NA"
leopardus pardalis,NA,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus pardalis,Felis pardalis
leopardus tigrinus,46842,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus tigrinus,"NA"
leopardus tigrinus,NA,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus tigrinus,"NA"
leopardus wiedii,61382,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus wiedii,"NA"
leopardus wiedii,NA,TRUE,leopardus,felidae,carnivora,mammalia,Leopardus wiedii,Felis wiedii
leopoldamys neilli,857467,TRUE,leopoldamys,muridae,rodentia,mammalia,Leopoldamys neilli,"NA"
leopoldamys sabanus,69073,TRUE,leopoldamys,muridae,rodentia,mammalia,Leopoldamys sabanus,"NA"
lepidochelys kempii,8472,TRUE,lepidochelys,cheloniidae,testudines,reptilia,Lepidochelys kempii,"Lepidochelys kempi, Thalassochelys kempii, Testudo viridisquamosa, Testudo bomarii, Testudo mydas minor"
lepidochelys kempii,8472,TRUE,lepidochelys,cheloniidae,testudines,NA,Lepidochelys kempii,"NA"
lepidochelys olivacea,27788,TRUE,lepidochelys,cheloniidae,testudines,reptilia,Lepidochelys olivacea,"Chelonia olivacea, Lepidochelys olivacea remivaga, Caretta remivaga, Chelonia multiscutata, Chelonia dussumierii, Cephalochelys oceanica, Thalassiochelys tarapacona, Thalassochelys controversa"
lepidochelys olivacea,27788,TRUE,lepidochelys,cheloniidae,testudines,NA,Lepidochelys olivacea,"NA"
lepidotrigla alata,670522,TRUE,lepidotrigla,triglidae,perciformes,actinopteri,Lepidotrigla alata,"NA"
lepilemur edwardsi,NA,TRUE,lepilemur,lepilemuridae,primates,mammalia,Lepilemur edwardsi,Lepidolemur mustelinus rufescens
lepilemur mustelinus,9453,TRUE,lepilemur,lepilemuridae,primates,mammalia,Lepilemur mustelinus,"NA"
lepilemur mustelinus,NA,TRUE,lepilemur,lepilemuridae,primates,mammalia,Lepilemur mustelinus,Mixocebus caniceps
lepomis auritus,201688,TRUE,lepomis,centrarchidae,centrarchiformes,actinopteri,Lepomis auritus,"NA"
lepomis gibbosus,270329,TRUE,lepomis,centrarchidae,centrarchiformes,actinopteri,Lepomis gibbosus,"NA"
lepomis gibbosus,270329,TRUE,lepomis,centrarchidae,centrarchiformes,actinopterygii,Lepomis gibbosus,"Eupomotis aureus, Perca gibbosa, Pomotis gibbosus, Pomotis ravenellii, Pomotis vulgaris, Sparus aureus, Pomotis ravenelii"
lepomis macrochirus,13106,TRUE,lepomis,centrarchidae,centrarchiformes,actinopteri,Lepomis macrochirus,"NA"
lepomis macrochirus,13106,TRUE,lepomis,centrarchidae,centrarchiformes,actinopterygii,Lepomis macrochirus,Eupomotis macrochirus
lepomis megalotis,270330,TRUE,lepomis,centrarchidae,centrarchiformes,actinopteri,Lepomis megalotis,"NA"
lepomis microlophus,270331,TRUE,lepomis,centrarchidae,centrarchiformes,actinopteri,Lepomis microlophus,"NA"
lepomis microlophus,270331,TRUE,lepomis,centrarchidae,centrarchiformes,actinopterygii,Lepomis microlophus,"NA"
leptailurus serval,61405,TRUE,leptailurus,felidae,carnivora,mammalia,Leptailurus serval,"NA"
leptailurus serval,NA,TRUE,leptailurus,felidae,carnivora,mammalia,Leptailurus serval,Felis serval
leptobrachium hainanense,461283,TRUE,leptobrachium,megophryidae,anura,amphibia,Leptobrachium hainanense,"NA"
leptocottus armatus,214925,TRUE,leptocottus,cottidae,perciformes,actinopteri,Leptocottus armatus,"NA"
leptonychotes weddellii,9713,TRUE,leptonychotes,phocidae,carnivora,mammalia,Leptonychotes weddellii,"NA"
leptonychotes weddellii,NA,TRUE,leptonychotes,phocidae,carnivora,mammalia,Leptonychotes weddellii,Leptonychotes weddelli
leptonycteris curasoae,55054,TRUE,leptonycteris,phyllostomidae,chiroptera,mammalia,Leptonycteris curasoae,"NA"
leptonycteris curasoae,NA,TRUE,leptonycteris,phyllostomidae,chiroptera,mammalia,Leptonycteris curasoae,"NA"
leptonycteris nivalis,59456,TRUE,leptonycteris,phyllostomidae,chiroptera,mammalia,Leptonycteris nivalis,"NA"
leptonycteris nivalis,NA,TRUE,leptonycteris,phyllostomidae,chiroptera,mammalia,Leptonycteris nivalis,Ischnoglossa nivalis
leptoptilos crumeniferus,33589,TRUE,leptoptilos,ciconiidae,ciconiiformes,aves,Leptoptilos crumeniferus,"NA"
leptotila rufaxilla,115657,TRUE,leptotila,columbidae,columbiformes,aves,Leptotila rufaxilla,"NA"
lepus americanus,48086,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus americanus,"NA"
lepus americanus,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus americanus,"NA"
lepus californicus,48087,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus californicus,"NA"
lepus californicus,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus californicus,"NA"
lepus capensis,9981,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus capensis,"NA"
lepus capensis,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus capensis,"NA"
lepus corsicanus,100181,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus corsicanus,"NA"
lepus corsicanus,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus corsicanus,"NA"
lepus europaeus,9983,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus europaeus,"NA"
lepus europaeus,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus europaeus,"NA"
lepus granatensis,100182,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus granatensis,"NA"
lepus granatensis,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus granatensis,"NA"
lepus saxatilis,63224,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus saxatilis,"NA"
lepus saxatilis,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus saxatilis,"NA"
lepus timidus,62621,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus timidus,"NA"
lepus timidus,NA,TRUE,lepus,leporidae,lagomorpha,mammalia,Lepus timidus,"Lepus othus tschuktschorum, Lepus timidus tschuktschorum"
lethenteron camtschaticum,980415,TRUE,lethenteron,petromyzontidae,petromyzontiformes,hyperoartia,Lethenteron camtschaticum,"NA"
leuciscus aspius,98928,TRUE,leuciscus,leuciscidae,cypriniformes,actinopteri,Leuciscus aspius,"NA"
leuciscus idus,69811,TRUE,leuciscus,leuciscidae,cypriniformes,actinopteri,Leuciscus idus,"NA"
leuciscus idus,69811,TRUE,leuciscus,leuciscidae,cypriniformes,actinopterygii,Leuciscus idus,"Cyprinus idus, Idus idus, Idus melanotus"
leuciscus leuciscus,58325,TRUE,leuciscus,leuciscidae,cypriniformes,actinopteri,Leuciscus leuciscus,"NA"
leuciscus leuciscus,58325,TRUE,leuciscus,leuciscidae,cypriniformes,actinopterygii,Leuciscus leuciscus,"NA"
leucophaeus atricilla,126679,TRUE,leucophaeus,laridae,charadriiformes,aves,"Larus atricilla, Leucophaeus atricilla","Larus atricilla, NA"
leucophaeus pipixcan,690715,TRUE,leucophaeus,laridae,charadriiformes,aves,Leucophaeus pipixcan,"NA"
leucophaeus scoresbii,328019,TRUE,leucophaeus,laridae,charadriiformes,aves,Leucophaeus scoresbii,"NA"
leucosticte tephrocotis,217134,TRUE,leucosticte,fringillidae,passeriformes,aves,Leucosticte tephrocotis,"NA"
lichonycteris obscura,1001577,TRUE,lichonycteris,phyllostomidae,chiroptera,mammalia,Lichonycteris obscura,"NA"
limanda limanda,27771,TRUE,limanda,pleuronectidae,pleuronectiformes,actinopteri,Limanda limanda,"NA"
limanda limanda,27771,TRUE,limanda,pleuronectidae,pleuronectiformes,actinopterygii,Limanda limanda,"Pleuronectes limanda, Limanda vulgaris, Pleuronectes limandula, Limanda oceanica"
limnodromus griseus,279949,TRUE,limnodromus,scolopacidae,charadriiformes,aves,Limnodromus griseus,"NA"
limnodromus scolopaceus,161678,TRUE,limnodromus,scolopacidae,charadriiformes,aves,Limnodromus scolopaceus,"NA"
limnodynastes ornatus,104071,TRUE,limnodynastes,limnodynastidae,anura,amphibia,Limnodynastes ornatus,"NA"
limosa fedoa,162324,TRUE,limosa,scolopacidae,charadriiformes,aves,Limosa fedoa,"NA"
limosa limosa,161680,TRUE,limosa,scolopacidae,charadriiformes,aves,Limosa limosa,"NA"
linaria flavirostris,90717,TRUE,linaria,fringillidae,passeriformes,aves,Linaria flavirostris,"NA"
liomys adspersus,348154,TRUE,liomys,heteromyidae,rodentia,mammalia,Liomys adspersus,"NA"
liomys pictus,323369,TRUE,liomys,heteromyidae,rodentia,mammalia,Liomys pictus,"NA"
lipotes vexillifer,118797,TRUE,lipotes,lipotidae,artiodactyla,mammalia,Lipotes vexillifer,"NA"
lissonycteris angolensis,58071,TRUE,lissonycteris,pteropodidae,chiroptera,mammalia,"Lissonycteris angolensis, Myonycteris angolensis","NA"
lissonycteris angolensis,1245033,TRUE,lissonycteris,pteropodidae,chiroptera,mammalia,Lissonycteris angolensis ruwenzorii,"NA"
lissonycteris angolensis,NA,TRUE,lissonycteris,pteropodidae,chiroptera,mammalia,Myonycteris angolensis,"NA"
lissotriton boscai,323757,TRUE,lissotriton,salamandridae,caudata,amphibia,Lissotriton boscai,"NA"
lissotriton vulgaris,8324,TRUE,lissotriton,salamandridae,caudata,amphibia,Lissotriton vulgaris,"Triturus vulgaris, Lacerta vulgaris, Lophinus vulgaris, Lacerta aquatica, Lacerta palustris, Triton parisinus, Salamandra exigua, Gecko triton, Gecko aquaticus, Salamandra taeniata, Salamandra palustris, Salamandra abdominalis, Salamandra punctata, Lacerta triton, Salamandra elegans, Molge punctata, Molge palustris, Molge cinerea, Triton taeniatus, Lacerta taeniata, Triton abdominalis, Triton vulgaris, Triton aquaticus, Triton punctatus, Molge taeniata, Salamandra vulgaris, Salamandra lacepedii, Triton exiguus, Triton lobatus, Lissotriton punctatus, Lophinus punctatus, Pyronicia punctata, Molge vulgaris, Gekko triedrus, Triton meridionalis, Spelerpes ferrugineus, Triton intermedius, Lissotriton meridionalis, Molge vulgaris meridionalis, Triton vulgaris dalmatica, Triton taeniatus orientalis, Triton vulgaris meridionalis, Triturus vulgaris boulengeri, Molge vulgaris vulgaris, Triturus vulgaris vulgaris, Triturus vulgaris kapelanus, Triturus vulgaris meridionalis, Triturus vulgaris ampelensis, Hydromantes genei ferrugineus, Triturus vulgaris borealis, Triturus vulgaris tataiensis, NA"
lithobates catesbeianus,8400,TRUE,lithobates,ranidae,anura,amphibia,"Rana catesbeiana, Lithobates catesbeianus","Rana catesbeiana, NA"
lithobates clamitans,145282,TRUE,lithobates,ranidae,anura,amphibia,Rana clamitans,"Rana clamitans, Rana clamitans clamitans, NA"
lithobates forreri,200788,TRUE,lithobates,ranidae,anura,amphibia,"Rana forreri, Lithobates forreri","Rana forreri, Rana halecina forreri, Rana berlandieri forreri, NA"
lithobates grylio,190277,TRUE,lithobates,ranidae,anura,amphibia,"Rana grylio, Lithobates grylio","Rana grylio, NA"
lithobates palustris,298395,TRUE,lithobates,ranidae,anura,amphibia,"Rana palustris, Lithobates palustris","Rana palustris, Rana palustris mansuetii, Rana palustris palustris, Rana pardalis, NA"
lithobates pipiens,8404,TRUE,lithobates,ranidae,anura,amphibia,"Rana pipiens, Lithobates pipiens","Rana pipiens, Rana burnsi, Rana kandiyohi, Rana noblei, Rana brachycephala, Rana virescens brachycephala, Rana pipiens brachycephala, Rana pipiens pipiens, Rana pipiens burnsi, Rana pipiens kandiyohi, Rana pipiens, NA"
lithobates septentrionalis,190274,TRUE,lithobates,ranidae,anura,amphibia,"Rana septentrionalis, Lithobates septentrionalis","Rana septentrionalis, Rana sinuata, NA"
lithobates sylvaticus,45438,TRUE,lithobates,ranidae,anura,amphibia,"Rana sylvatica, Lithobates sylvaticus","Rana sylvatica, Rana sylvatica sylvatica, Rana sylvatica cantabrigensis, Rana maslini, Rana cantabrigensis, Rana cantabridgensis latiremis, Rana cantabrigensis evittata, NA"
lithognathus mormyrus,50591,TRUE,lithognathus,sparidae,spariformes,actinopteri,Lithognathus mormyrus,"NA"
litocranius walleri,69311,TRUE,litocranius,bovidae,artiodactyla,mammalia,Litocranius walleri,"NA"
litocranius walleri,NA,TRUE,litocranius,bovidae,cetartiodactyla,mammalia,Litocranius walleri,"NA"
liza parsia,568895,TRUE,liza,mugilidae,mugiliformes,actinopteri,Liza parsia,"NA"
lobodon carcinophaga,101849,TRUE,lobodon,phocidae,carnivora,mammalia,Lobodon carcinophaga,"NA"
lobodon carcinophaga,NA,TRUE,lobodon,phocidae,carnivora,mammalia,Lobodon carcinophaga,"Lobodon carcinophagus, Lobodon carcinophagus, Phoca carcinophaga"
lonchophylla robusta,190509,TRUE,lonchophylla,phyllostomidae,chiroptera,mammalia,Lonchophylla robusta,"NA"
lonchophylla robusta,NA,TRUE,lonchophylla,phyllostomidae,chiroptera,mammalia,Lonchophylla robusta,"NA"
lonchorhina aurita,148061,TRUE,lonchorhina,phyllostomidae,chiroptera,mammalia,Lonchorhina aurita,"NA"
lonchorhina aurita,NA,TRUE,lonchorhina,phyllostomidae,chiroptera,mammalia,Lonchorhina aurita,"NA"
lonchura atricapilla,1036803,TRUE,lonchura,estrildidae,passeriformes,aves,Lonchura atricapilla,"NA"
lonchura castaneothorax,247806,TRUE,lonchura,estrildidae,passeriformes,aves,Lonchura castaneothorax,"NA"
lonchura maja,414889,TRUE,lonchura,estrildidae,passeriformes,aves,Lonchura maja,"NA"
lonchura punctulata,414892,TRUE,lonchura,estrildidae,passeriformes,aves,Lonchura punctulata,"NA"
lonchura striata,40157,TRUE,lonchura,estrildidae,passeriformes,aves,Lonchura striata,"NA"
lontra canadensis,76717,TRUE,lontra,mustelidae,carnivora,mammalia,Lontra canadensis,"NA"
lontra canadensis,NA,TRUE,lontra,mustelidae,carnivora,mammalia,Lontra canadensis,Lutra canadensis
lophiomus setigerus,292417,TRUE,lophiomus,lophiidae,lophiiformes,actinopteri,Lophiomus setigerus,"NA"
lophius litulon,30790,TRUE,lophius,lophiidae,lophiiformes,actinopteri,Lophius litulon,"NA"
lophius litulon,30790,TRUE,lophius,lophiidae,lophiiformes,actinopterygii,Lophius litulon,"NA"
lophocebus albigena,75567,TRUE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus albigena,"NA"
lophocebus albigena,NA,TRUE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus albigena,"Cercocebus albigena weynsi, Cercocebus albigena zenkeri"
lophocebus aterrimus,75566,TRUE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus aterrimus,"NA"
