Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Rank of Last Change,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
592,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus AHS24,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900813
593,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus AKS96,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900814
594,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus C119,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900815
595,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus E41c,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900816
596,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus Eb49,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900817
597,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus Jk06,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900818
598,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus KP26,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900819
599,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus phiJLA23,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908152
600,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Rogunavirus,,Escherichia virus Rogue1,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900820
601,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Rogunavirinae,Wilsonroadvirus,,Shigella virus Sd1,1,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908156
602,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Hanrivervirus,,Shigella virus pSf1,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201907069
603,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Citrobacter virus DK2017,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908140
604,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Citrobacter virus Sazh,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908142
605,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Citrobacter virus Stevie,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900832
606,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Escherichia virus LL5,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908139
607,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Escherichia virus TLS,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900833
608,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Salmonella virus 36,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908136
609,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Salmonella virus PHB07,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908137
610,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Salmonella virus phSE2,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908141
611,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Salmonella virus SP126,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900834
612,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Tlsvirus,,Salmonella virus YSP2,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908138
613,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Warwickvirus,,Escherichia virus 95,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908132
614,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Warwickvirus,,Escherichia virus mar001J1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908134
615,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Warwickvirus,,Escherichia virus mar002J2,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908135
616,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Warwickvirus,,Escherichia virus SECphi27,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908133
617,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tempevirinae,Warwickvirus,,Escherichia virus swan01,1,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908131
618,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Badaguanvirus,,Escherichia virus IME347,1,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908167
619,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Sertoctavirus,,Escherichia virus SRT8,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201907071
620,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus ADB2,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900825
621,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus BIFF,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908160
622,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus IME18,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908164
623,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus JMPW1,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900826
624,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus JMPW2,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900827
625,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus SH2,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908165
626,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Escherichia virus T1,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900828
627,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus 008,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908162
628,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus ISF001,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908161
629,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus PSf2,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900829
630,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus Sfin1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908163
631,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus SH6,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908159
632,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus Shfl1,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900830
633,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,Tunavirus,,Shigella virus ISF002,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201907089
634,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,Tunavirinae,,,Cronobacter virus Esp2949-1,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900836
635,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Eclunavirus,,Enterobacter virus EcL1,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201907067
636,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Gyeonggidovirus,,Cronobacter virus PhiCS01,1,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908169
637,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Nouzillyvirus,,Escherichia virus ESCO41,1,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908172
638,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Sauletekiovirus,,Pantoea virus AAS23,1,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908174
639,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Vilniusvirus,,Escherichia virus NBD2,1,dsDNA,class,"New,",35,2019.100B.zip,ICTVonline=201908717
640,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Enterobacter virus F20,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900805
641,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus 1513,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900806
642,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus GHK3,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908186
643,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KLPN1,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900807
644,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KOX1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908176
645,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KP36,1,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900808
646,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KpCol1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908183
647,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KpKT21phi1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908185
648,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KPN N141,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908184
649,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KpV522,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908175
650,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus MezzoGao,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908182
651,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus NJR15,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908181
652,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus NJS1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908178
653,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus NJS2,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908179
654,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus PKP126,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900809
655,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus Sushi,0,dsDNA,class,"Moved,",35,2019.100B.zip,ICTVonline=201900810
656,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus TAH8,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908180
657,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus TSK1,0,dsDNA,species,"New,",35,2019.100B.zip,ICTVonline=201908177
658,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Agatevirus,,Bacillus virus Agate,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900367
659,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Agatevirus,,Bacillus virus Bobb,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900368
660,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Agatevirus,,Bacillus virus Bp8pC,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900369
661,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus Bastille,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900392
662,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus CAM003,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900393
663,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus Evoli,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906960
664,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus HoodyT,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906961
665,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus AvesoBmore,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900385
666,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus B4,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900386
667,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Bigbertha,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900387
668,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Riley,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900388
669,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Spock,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900389
670,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Troll,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900390
671,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus Bc431,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900395
672,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus Bcp1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900396
673,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus BCP82,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900397
674,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus BM15,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900398
675,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus Deepblue,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900399
676,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus JBP901,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900400
677,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Nitunavirus,,Bacillus virus Grass,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900461
678,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Nitunavirus,,Bacillus virus NIT1,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900462
679,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Nitunavirus,,Bacillus virus SPG24,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900463
680,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Tsarbombavirus,,Bacillus virus BCP78,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900270
681,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Tsarbombavirus,,Bacillus virus TsarBomba,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900271
682,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus BPS13,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900536
683,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus BPS10C,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906962
684,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus Hakuna,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900537
685,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus Megatron,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900538
686,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus WPh,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900539
687,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,,,Bacillus virus Mater,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906963
688,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,,,Bacillus virus Moonbeam,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906964
689,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,,,Bacillus virus SIOphi,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906965
690,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Kochikohdavirus,,Enterococcus virus ECP3,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906968
691,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Kochikohdavirus,,Enterococcus virus EF24C,1,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900275
692,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Kochikohdavirus,,Enterococcus virus EFLK1,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906969
693,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Schiekvirus,,Enterococcus virus EFDG1,1,dsDNA,species,"Moved,Assigned as Type Species,",35,2019.029B.zip,ICTVonline=201906970
694,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Schiekvirus,,Enterococcus virus EFP01,0,dsDNA,species,"New,",35,2019.029B.zip,ICTVonline=201907662
695,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Schiekvirus,,Enterococcus virus EfV12,0,dsDNA,species,"New,",35,2019.029B.zip,ICTVonline=201907661
696,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus A511,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201900260
697,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus AG20,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906979
698,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus List36,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906972
699,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LMSP25,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906973
700,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LMTA34,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906975
701,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LMTA148,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906974
702,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LP048,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906976
703,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LP064,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906977
704,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LP083-2,0,dsDNA,class,"Moved,",35,2019.004G.zip,ICTVonline=201906978
