Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Rank of Last Change,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
3551,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Ross River virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905103
3552,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Salmon pancreas disease virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905104
3553,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Semliki Forest virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905105
3554,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Sindbis virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905106
3555,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Southern elephant seal virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905107
3556,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Tonate virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905108
3557,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Trocara virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905109
3558,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Una virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905110
3559,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Venezuelan equine encephalitis virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905111
3560,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Western equine encephalitis virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905112
3561,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Whataroa virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905113
3562,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Chinese wheat mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905397
3563,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Japanese soil-borne wheat mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905398
3564,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Oat golden stripe virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905399
3565,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Soil-borne cereal mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905400
3566,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Soil-borne wheat mosaic virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905401
3567,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Sorghum chlorotic spot virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905402
3568,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Goravirus,,Drakaea virus A,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905404
3569,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Goravirus,,Gentian ovary ringspot virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905405
3570,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Anthoxanthum latent blanching virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905407
3571,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Barley stripe mosaic virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905408
3572,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Lychnis ringspot virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905409
3573,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Poa semilatent virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905410
3574,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pecluvirus,,Indian peanut clump virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905412
3575,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pecluvirus,,Peanut clump virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905413
3576,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Beet soil-borne virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905415
3577,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Beet virus Q,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905416
3578,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Broad bean necrosis virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905417
3579,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Colombian potato soil-borne virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905418
3580,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Potato mop-top virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905419
3581,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Bell pepper mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905421
3582,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Brugmansia mild mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905422
3583,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Cactus mild mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905423
3584,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Clitoria yellow mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905424
3585,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Cucumber fruit mottle mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905425
3586,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Cucumber green mottle mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905426
3587,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Cucumber mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905427
3588,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Frangipani mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905428
3589,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Hibiscus latent Fort Pierce virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905429
3590,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Hibiscus latent Singapore virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905430
3591,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Kyuri green mottle mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905431
3592,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Maracuja mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905432
3593,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Obuda pepper virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905433
3594,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Odontoglossum ringspot virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905434
3595,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Opuntia chlorotic ringspot virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905442
3596,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Paprika mild mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905435
3597,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Passion fruit mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905436
3598,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Pepper mild mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905437
3599,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Plumeria mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905438
3600,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Rattail cactus necrosis-associated virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905439
3601,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Rehmannia mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905440
3602,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Ribgrass mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905441
3603,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Streptocarpus flower break virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905443
3604,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Sunn-hemp mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905444
3605,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tobacco latent virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905445
3606,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tobacco mild green mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905446
3607,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tobacco mosaic virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905447
3608,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tomato brown rugose fruit virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905448
3609,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tomato mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905449
3610,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tomato mottle mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905450
3611,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Tropical soda apple mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905451
3612,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Turnip vein-clearing virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905452
3613,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Ullucus mild mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905453
3614,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Wasabi mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905454
3615,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Yellow tailflower mild mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905455
3616,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Youcai mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905456
3617,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobamovirus,,Zucchini green mottle mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905457
3618,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobravirus,,Pea early-browning virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905459
3619,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobravirus,,Pepper ringspot virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905460
3620,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Tobravirus,,Tobacco rattle virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905461
3621,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Alfalfa virus S,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905631
3622,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Arachis pintoi virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905632
3623,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Blackberry virus E,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902231
3624,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic mite-borne filamentous virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902175
3625,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic virus A,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902176
3626,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic virus B,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902177
3627,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic virus C,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902178
3628,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic virus D,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902179
3629,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic virus E,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902180
3630,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Garlic virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902181
3631,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Shallot virus X,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902182
3632,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Allexivirus,,Vanilla latent virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905633
3633,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Botrexvirus,,Botrytis virus X,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902184
3634,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Lolavirus,,Lolium latent virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902186
3635,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Mandarivirus,,Citrus yellow vein clearing virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902188
3636,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Mandarivirus,,Indian citrus ringspot virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902189
3637,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Platypuvirus,,Donkey orchid symptomless virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902191
3638,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Actinidia virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201905634
3639,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Allium virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902193
3640,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Alstroemeria virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902194
3641,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Alternanthera mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902195
3642,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Asparagus virus 3,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902196
3643,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Bamboo mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902197
3644,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Cactus virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902198
3645,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Cassava common mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902199
3646,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Cassava virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902200
3647,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Clover yellow mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902201
3648,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Cymbidium mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902202
3649,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Foxtail mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902203
3650,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Hosta virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902204
3651,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Hydrangea ringspot virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902205
3652,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Lagenaria mild mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902206
3653,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Lettuce virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902207
3654,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Lily virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902208
3655,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Malva mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902209
3656,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Tymovirales,,Alphaflexiviridae,,Potexvirus,,Mint virus X,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902210
